name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
new york state,2021-06-02,25.5,12.1,19.2,25.5,12.1,19.2,8.7,52.7,0.268,100,8.33,rain,0,0,,21.5,177.2,1019.9,78.5,15.9,214.8,18.4,7,,2021-06-02T05:38:44,2021-06-02T20:48:12,0.76,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
new york state,2021-06-03,19.5,17.1,18.1,19.5,17.1,18.1,15.7,86.1,11.543,100,41.67,rain,0,0,42,30.9,230.3,1012.7,91.6,14.3,124.4,10.7,4,,2021-06-03T05:38:18,2021-06-03T20:48:56,0.81,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,F7363,D2713"
new york state,2021-06-04,23.4,15.5,19.2,23.4,15.5,19.2,15.2,78.8,0,0,0,,0,0,40.7,33,226.9,1012,71.6,13.3,232.3,20.2,8,,2021-06-04T05:37:55,2021-06-04T20:49:39,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
new york state,2021-06-05,25.3,19.4,21.8,25.3,19.4,21.8,13.8,61.1,0,0,0,,0,0,51.7,36.2,226.5,1012.5,62.4,16,312.6,27,9,,2021-06-05T05:37:34,2021-06-05T20:50:20,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
new york state,2021-06-06,29,19.9,24.4,28.9,19.9,24.5,14.5,54.4,0,0,0,,0,0,48,35.3,225.7,1015.5,33.6,16,312.8,27.1,9,,2021-06-06T05:37:15,2021-06-06T20:51:00,0.94,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
new york state,2021-06-07,28.5,19.3,24.3,29.8,19.3,24.7,17.4,65.4,0,0,0,,0,0,43.3,25.8,215.1,1016.4,61.8,16,240.9,20.8,9,,2021-06-07T05:36:58,2021-06-07T20:51:38,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
new york state,2021-06-08,26.8,21.1,23.4,28.8,21.1,23.6,20.4,83.5,8.273,100,41.67,rain,0,0,31.7,28.5,222.5,1017,90.9,14.8,189.5,16.3,8,,2021-06-08T05:36:43,2021-06-08T20:52:14,0.99,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
new york state,2021-06-09,29.9,19.9,24.2,32.2,19.9,24.8,19.4,76.6,0,0,0,,0,0,,17.1,219.8,1017.6,59.1,11.3,265.3,22.9,9,,2021-06-09T05:36:31,2021-06-09T20:52:49,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
new york state,2021-06-10,28.7,17.2,23.1,28.4,17.2,23,12.6,54.4,0,0,0,,0,0,38.6,25.3,64,1016.7,19.8,16,312.6,27,9,,2021-06-10T05:36:20,2021-06-10T20:53:23,0,Clear,Clear conditions throughout the day.,clear-day,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
new york state,2021-06-11,28.6,15.6,22.6,29.7,15.6,22.8,13,54.8,0,0,0,,0,0,31.7,23.6,54.6,1011.8,45.3,16,295.6,25.4,8,,2021-06-11T05:36:12,2021-06-11T20:53:54,0.01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
new york state,2021-06-12,27.7,17.1,22.1,27.4,17.1,22,12.4,56.8,0,0,0,,0,0,31.7,21.9,45.2,1010.9,58,16,312.1,27,9,,2021-06-12T05:36:06,2021-06-12T20:54:24,0.02,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
new york state,2021-06-13,28.4,18.3,23.1,28.4,18.3,23.1,13.8,57.2,0.349,100,4.17,rain,0,0,,20.4,228,1010,68.4,15.9,292,25.1,8,,2021-06-13T05:36:02,2021-06-13T20:54:52,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
new york state,2021-06-14,20.8,16.2,18.4,20.8,16.2,18.4,13.7,74.5,5.026,100,33.33,rain,0,0,40.7,26.6,241.2,1009.2,71.5,15.6,195.4,16.8,8,,2021-06-14T05:36:00,2021-06-14T20:55:18,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
new york state,2021-06-15,23.3,16,19,23.3,16,19,9.5,58.2,0.014,100,8.33,rain,0,0,42.5,24.5,302,1011.3,54.1,16,301.4,26.1,9,,2021-06-15T05:36:00,2021-06-15T20:55:42,0.12,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"71752099999,72528014733,KGVQ,KIAG,72528704724,F7692,KBUF,D2713"
new york state,2021-06-16,20.6,10.6,16.4,20.6,10.6,16.4,5.7,50.8,0,0,0,,0,0,40.7,27.7,311.2,1015.8,27.3,16,324.7,28,9,,2021-06-16T05:36:02,2021-06-16T20:56:04,0.16,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"71752099999,72528014733,KGVQ,KIAG,72528704724,F7692,KBUF,D2713"
new york state,2021-06-17,22.8,8.8,17.1,22.8,7.8,17,4.7,47.8,0,0,0,,0,0,31.7,18.7,220.3,1016.6,19.6,16,331.3,28.5,9,,2021-06-17T05:36:07,2021-06-17T20:56:25,0.21,Clear,Clear conditions throughout the day.,clear-day,"71752099999,72528014733,KGVQ,KIAG,72528704724,F7692,KBUF,D2713"
new york state,2021-06-18,26,16.7,20.9,26,16.7,20.9,12.9,60.6,0.289,100,16.67,rain,0,0,40.4,23.5,214.1,1010.5,71.5,16,107.8,9.2,4,,2021-06-18T05:36:13,2021-06-18T20:56:43,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
new york state,2021-06-19,24,18.3,21.5,24,18.3,21.5,18.1,81.5,0.459,100,12.5,rain,0,0,54.5,35.5,228.8,1007.4,77.2,14,209.9,18.4,8,,2021-06-19T05:36:22,2021-06-19T20:56:59,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"71752099999,72528014733,KGVQ,KIAG,72528704724,F7692,KBUF,D2713"
new york state,2021-06-20,28.7,15.5,22.4,29.9,15.5,22.7,17.2,73.7,0,0,0,,0,0,31.7,24.6,218.1,1007.4,50.5,16,260.7,22.7,8,,2021-06-20T05:36:32,2021-06-20T20:57:13,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
new york state,2021-06-21,27.1,18.2,22.8,28,18.2,22.9,17.9,74.6,15.309,100,41.67,rain,0,0,65.6,46.9,228.5,1000.9,82.7,15.1,174.6,15,7,,2021-06-21T05:36:45,2021-06-21T20:57:26,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
new york state,2021-06-22,16.9,11.7,14.6,16.9,11.7,14.6,7.7,63.6,0,0,0,,0,0,47.5,25.8,280.5,1011.4,84.7,16,109.4,9.3,4,,2021-06-22T05:36:59,2021-06-22T20:57:36,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71752099999,72528014733,KGVQ,KIAG,72528704724,F7692,KBUF,D2713"
new york state,2021-06-23,22.8,11.5,17.4,22.8,11.5,17.4,6.7,51.3,0,0,0,,0,0,36.9,23.9,240.6,1020.7,42.6,16,326.3,28.3,9,,2021-06-23T05:37:16,2021-06-23T20:57:44,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71752099999,72528014733,KGVQ,KIAG,72528704724,F7692,KBUF,D2713"
new york state,2021-06-24,28.8,14.4,22.2,27.8,14.4,22,9.5,46.5,0,0,0,,0,0,41.5,30.6,175.8,1022.1,53.6,16,309.8,26.7,9,,2021-06-24T05:37:34,2021-06-24T20:57:50,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
new york state,2021-06-25,29.8,20.6,25.1,29.9,20.6,25.1,13.8,49.8,0.018,100,4.17,rain,0,0,40.4,28.3,184.7,1018.9,83.8,16,215.1,18.5,8,,2021-06-25T05:37:55,2021-06-25T20:57:54,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
new york state,2021-06-26,29.8,21.6,25.7,31.7,21.6,26.4,18,62.7,2.116,100,25,rain,0,0,53.2,37.1,206.5,1015.3,93.1,15.5,153.7,13.4,6,,2021-06-26T05:38:17,2021-06-26T20:57:55,0.53,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
new york state,2021-06-27,31.6,24.3,27.5,33.3,24.3,28.1,18.5,58.6,0,0,0,,0,0,57.5,37.8,222.3,1015.6,71.5,16,243.9,21,8,,2021-06-27T05:38:41,2021-06-27T20:57:55,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71752099999,72528014733,KGVQ,KIAG,72528704724,F7692,KBUF,D2713"
new york state,2021-06-28,30.1,23.9,27,32.9,23.9,28.2,20.4,67.2,0,0,0,,0,0,49.9,35.7,231.4,1019.8,39.9,16,259.4,22.3,9,,2021-06-28T05:39:07,2021-06-28T20:57:52,0.59,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"71752099999,72528014733,KGVQ,KIAG,72528704724,F7692,KBUF,D2713"
new york state,2021-06-29,32.8,23.2,27.4,36,23.2,28.8,20.7,68.1,0,0,0,,0,0,64.8,29.7,232.8,1020.8,37.6,16,308.9,26.6,9,,2021-06-29T05:39:34,2021-06-29T20:57:48,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
new york state,2021-06-30,26.7,22.1,24.3,28.4,22.1,24.4,20.7,80.4,1.159,100,8.33,rain,0,0,44.8,28.6,230.7,1015.8,85.4,15.9,180.8,15.6,8,,2021-06-30T05:40:04,2021-06-30T20:57:41,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
new york state,2021-07-01,25.6,17.2,22,25.6,17.2,22,17.4,76.3,0.374,100,20.83,rain,0,0,38.9,19.6,299.3,1011.6,80.2,15.8,126.5,10.8,4,,2021-07-01T05:40:35,2021-07-01T20:57:31,0.74,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
new york state,2021-07-02,22.9,16.4,18.6,22.9,16.4,18.6,14.9,79.7,8.724,100,37.5,rain,0,0,50.8,26.1,332.4,1010.9,87.6,15.6,136.7,11.6,7,,2021-07-02T05:41:07,2021-07-02T20:57:20,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
new york state,2021-07-03,23.5,14.9,19.3,23.5,14.9,19.3,15,77.1,0,0,0,,0,0,40.7,27,240.4,1011.1,75,15.7,231.1,19.9,9,,2021-07-03T05:41:42,2021-07-03T20:57:07,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
new york state,2021-07-04,28.2,16.6,22.1,28.3,16.6,22.1,14.3,63,0,0,0,,0,0,,16,104.7,1012.4,55.1,16,266.9,23.1,9,,2021-07-04T05:42:18,2021-07-04T20:56:51,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
new york state,2021-07-05,30.1,17.7,24.1,31.4,17.7,24.5,16.7,64.7,0,0,0,,0,0,51.9,35.7,220.4,1013.9,70.3,15.9,278.1,24,8,,2021-07-05T05:42:55,2021-07-05T20:56:33,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
new york state,2021-07-06,26.8,22.4,24.6,28.8,22.4,24.6,21.1,81.2,7.325,100,20.83,rain,0,0,44.6,31.4,230.8,1013.4,67.7,14.5,138.2,12.1,7,,2021-07-06T05:43:34,2021-07-06T20:56:13,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
new york state,2021-07-07,28.1,17.7,23.2,30.2,17.7,23.4,19.1,79,1.187,100,8.33,rain,0,0,,24.1,9,1014,67.6,14.7,252.2,21.8,8,,2021-07-07T05:44:14,2021-07-07T20:55:51,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
new york state,2021-07-08,23.8,17.2,20.3,23.8,17.2,20.3,18.5,89.6,23,100,41.67,rain,0,0,60.1,23.6,169.6,1011.7,91.1,14.5,92.2,7.9,3,,2021-07-08T05:44:56,2021-07-08T20:55:26,0.99,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
new york state,2021-07-09,22.8,18.3,20.5,22.8,18.3,20.5,18.1,86.2,0.463,100,12.5,rain,0,0,33.5,26.1,279.9,1012.3,90.4,12.5,174.1,14.9,8,,2021-07-09T05:45:39,2021-07-09T20:55:00,1,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
new york state,2021-07-10,24.4,16.8,20.5,24.4,16.8,20.5,15.5,74.9,0.532,100,8.33,rain,0,0,,13.9,4.5,1017.7,84.5,15.3,188,16.3,6,,2021-07-10T05:46:24,2021-07-10T20:54:31,0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
new york state,2021-07-11,21.6,17.8,19.9,21.6,17.8,19.9,17.2,84.5,5.697,100,54.17,rain,0,0,37.1,20.6,71.7,1016.7,94.7,15.3,63.6,5.4,2,,2021-07-11T05:47:09,2021-07-11T20:54:00,0.01,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
new york state,2021-07-12,24.9,17.3,20.7,24.9,17.3,20.7,18.2,86,5.79,100,25,rain,0,0,31.3,20.4,66.7,1018.5,94.4,14.8,136.5,11.7,5,,2021-07-12T05:47:56,2021-07-12T20:53:27,0.03,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
new york state,2021-07-13,29.3,21,24.3,33.3,21,25,21,82.6,22.277,100,25,rain,0,0,55.1,21.8,208.1,1018.2,75.7,14.8,176.4,15.3,8,,2021-07-13T05:48:44,2021-07-13T20:52:52,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
new york state,2021-07-14,25.8,21.7,23.4,25.8,21.7,23.4,19.9,81,8.613,100,33.33,rain,0,0,47.9,29.9,226.3,1018.9,69.2,15.8,233.4,19.8,9,,2021-07-14T05:49:33,2021-07-14T20:52:15,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,F3072,D2713,F6381"
new york state,2021-07-15,29.4,18.4,24.8,31.1,18.4,25.4,18.6,70.1,0.266,100,4.17,rain,0,0,52.8,30.7,216,1016.1,57.3,16,261.4,22.6,8,,2021-07-15T05:50:24,2021-07-15T20:51:36,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
new york state,2021-07-16,24.3,19.2,22.2,24.3,19.2,22.2,17.6,75.8,0.718,100,16.67,rain,0,0,35.4,20.2,343.8,1016.5,82.8,15.9,118,10.3,4,,2021-07-16T05:51:15,2021-07-16T20:50:55,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
new york state,2021-07-17,19.3,16.7,17.4,19.3,16.7,17.4,16.3,93.1,77.368,100,100,rain,0,0,50.5,32.9,41.6,1017.1,100,9.4,34.5,3.2,1,,2021-07-17T05:52:07,2021-07-17T20:50:12,0.25,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,F7363,D2713"
new york state,2021-07-18,25.7,17.2,21.2,25.7,17.2,21.2,17.6,81,3.78,100,37.5,rain,0,0,,17.5,253.7,1019,74.1,15.6,254.8,21.8,8,,2021-07-18T05:53:01,2021-07-18T20:49:26,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,F7363,D2713"
new york state,2021-07-19,26.4,18.8,22.8,26.4,18.8,22.8,18.4,77.5,0.004,100,4.17,rain,0,0,,22.7,233.1,1017.5,21.9,14.6,256.9,22.2,8,,2021-07-19T05:53:55,2021-07-19T20:48:39,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
new york state,2021-07-20,26.9,19.1,22.8,28,19.1,22.9,19,80.4,16.667,100,25,rain,0,0,55.3,27.1,234.8,1014,59.4,10.8,217.4,18.7,8,,2021-07-20T05:54:50,2021-07-20T20:47:50,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
new york state,2021-07-21,24.3,17.8,20.7,24.3,17.8,20.7,13.6,67,0.093,100,12.5,rain,0,0,40.7,23.2,352.9,1016,70.4,15.9,247.8,21.2,10,,2021-07-21T05:55:46,2021-07-21T20:46:59,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"71752099999,KGVQ,72528014733,KIAG,72528704724,KBUF,F3072,D2713"
new york state,2021-07-22,24.9,15.1,20.3,24.9,15.1,20.3,12.6,63.4,0,0,0,,0,0,27.7,21.8,278.2,1021.3,55,16,223.8,19.2,8,,2021-07-22T05:56:42,2021-07-22T20:46:06,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
new york state,2021-07-23,27,17.1,22.3,27,17.1,22.3,12.8,57.1,0,0,0,,0,0,,15.8,358,1021.5,40.5,16,302.6,26.1,9,,2021-07-23T05:57:39,2021-07-23T20:45:11,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
new york state,2021-07-24,27,16.5,22.2,27.5,16.5,22.3,15.4,66.1,0,0,0,,0,0,47.3,27.3,187.6,1015.5,67.2,16,168.4,14.5,7,,2021-07-24T05:58:37,2021-07-24T20:44:15,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
new york state,2021-07-25,28,21.5,24.5,28.9,21.5,24.7,19.4,74.5,1.589,100,16.67,rain,0,0,42.5,29.1,232.8,1010.6,43.4,15.5,267.8,23.1,8,,2021-07-25T05:59:36,2021-07-25T20:43:16,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
new york state,2021-07-26,28.8,18.7,24,29.7,18.7,24.3,19,75.5,0.238,100,4.17,rain,0,0,,20.3,223.2,1013.5,25.1,15.4,250.5,21.4,9,,2021-07-26T06:00:35,2021-07-26T20:42:16,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
new york state,2021-07-27,26.1,18.6,22.9,26.1,18.6,22.9,18.1,75.4,0.878,100,12.5,rain,0,0,43.1,27.4,244.7,1014.7,56,16.1,137.5,11.8,5,,2021-07-27T06:01:35,2021-07-27T20:41:14,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
new york state,2021-07-28,26.1,17.8,22,26.1,17.8,22,15.2,67.8,0,0,0,,0,0,25.9,16.2,67.3,1017.2,13.5,15.4,281.6,24.2,9,,2021-07-28T06:02:35,2021-07-28T20:40:11,0.61,Clear,Clear conditions throughout the day.,clear-day,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
new york state,2021-07-29,25.8,17.7,21,25.8,17.7,21,17.3,79.4,8.495,100,16.67,rain,0,0,44.5,30.8,207.3,1010.1,48,15,113,9.9,6,,2021-07-29T06:03:36,2021-07-29T20:39:05,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,F3072,D2713"
new york state,2021-07-30,21.1,15.6,19.3,21.1,15.6,19.3,12.9,68,0,0,0,,0,0,37.1,24.8,336.4,1014.3,64.2,15.9,242,20.9,8,,2021-07-30T06:04:38,2021-07-30T20:37:58,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,F3072,D2713"
new york state,2021-07-31,22.1,11.2,17.6,22.1,11.2,17.6,10.7,65.6,0,0,0,,0,0,29.5,21.1,228.1,1015.8,52.3,16,238.2,20.1,8,,2021-07-31T06:05:39,2021-07-31T20:36:50,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
new york state,2021-08-01,21.6,16.8,18.6,21.6,16.8,18.6,14.6,78,9.477,100,41.67,rain,0,0,,20,277.8,1010.8,77.1,15.4,132.1,11.4,7,,2021-08-01T06:06:41,2021-08-01T20:35:40,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
new york state,2021-08-02,23.8,14.5,19.5,23.8,14.5,19.5,11.7,64.8,0,0,0,,0,0,30.8,17.9,310.2,1017.5,21.5,16,198.3,17.1,6,,2021-08-02T06:07:44,2021-08-02T20:34:28,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,F3072,D2713"
new york state,2021-08-03,25,13.9,20.2,25,13.9,20.2,12.8,64,0,0,0,,0,0,29.5,16,211.6,1019.1,17.2,16,267.9,23.1,8,,2021-08-03T06:08:47,2021-08-03T20:33:15,0.89,Clear,Clear conditions throughout the day.,clear-day,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,F3072,D2713"
new york state,2021-08-04,28.2,15.5,22.1,27.5,15.5,22,13.3,60.6,0,0,0,,0,0,29.5,16.4,67.4,1019.6,14.5,16,263,22.7,9,,2021-08-04T06:09:50,2021-08-04T20:32:00,0.93,Clear,Clear conditions throughout the day.,clear-day,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
new york state,2021-08-05,29.3,16.4,23.3,28.5,16.4,23.1,14,58.5,0,0,0,,0,0,,12.1,62.1,1019.2,22.8,16,271.9,23.4,9,,2021-08-05T06:10:53,2021-08-05T20:30:44,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,F3072,D2713"
new york state,2021-08-06,29.9,17.8,24.3,29.8,17.8,24.3,16.4,64.2,0,0,0,,0,0,33.5,20.4,215.7,1018.6,38.9,16,247,21.3,8,,2021-08-06T06:11:57,2021-08-06T20:29:26,0.98,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"71752099999,72528014733,KGVQ,KIAG,72528704724,F7692,KBUF,D2713"
new york state,2021-08-07,29.8,20.1,24.8,30.4,20.1,25,17.7,65.8,0,0,0,,0,0,,18.9,219.2,1016,64,16,243.3,21,8,,2021-08-07T06:13:01,2021-08-07T20:28:07,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71752099999,72528014733,KGVQ,KIAG,72528704724,F7692,KBUF,D2713"
new york state,2021-08-08,28.3,19.9,24.5,29.5,19.9,24.9,18.9,72,0,0,0,,0,0,,20.1,205.3,1016.4,54.9,15.7,235.5,20.4,8,,2021-08-08T06:14:05,2021-08-08T20:26:47,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
new york state,2021-08-09,33.2,22,27.6,34.6,22,28.6,19.6,63.6,0,0,0,,0,0,,15.9,173.2,1017.3,34,15.9,246.6,21.4,8,,2021-08-09T06:15:09,2021-08-09T20:25:25,0,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,D2713"
new york state,2021-08-10,29.9,25,27,32.5,25,28.1,20.7,68.8,0.161,100,4.17,rain,0,0,51.8,28.5,204.5,1014.1,81.5,16,164.3,14.3,7,,2021-08-10T06:16:13,2021-08-10T20:24:02,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,F3072,D2713"
new york state,2021-08-11,29.5,22.8,26.7,32.8,22.8,27.8,21.7,74.8,10.779,100,25,rain,0,0,68.4,43.4,224.8,1012.3,71.8,15.4,212.6,18.1,8,,2021-08-11T06:17:18,2021-08-11T20:22:38,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"71752099999,72528014733,KGVQ,KIAG,72528704724,F7692,KBUF,D2713,F6381"
new york state,2021-08-12,29.2,23.4,26.3,31,23.4,27.1,20.5,70.7,0.009,100,4.17,rain,0,0,55.8,35.5,228,1013,74.3,16,173.8,15,6,,2021-08-12T06:18:22,2021-08-12T20:21:13,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"71752099999,72528014733,KGVQ,KIAG,72528704724,KBUF,F3072,D2713"
